,0
1471,0.6
1472,0.84
1473,0.75555557
1474,0.82
1475,0.8
1476,0.85999995
1477,0.95555556
1478,0.6545454
1479,0.8888889
1480,0.93333334
1481,0.73333335
1482,0.76
1483,0.5166667
1484,0.75555557
1485,0.62
1486,0.7111111
1487,0.52
1488,0.8
1489,0.65000004
1490,0.84444445
1491,0.75555557
1492,0.78
1493,0.84444445
1494,0.7777778
1495,0.7777778
1496,0.65999997
1497,0.9
1498,0.71999997
1499,0.5272727
1500,0.8
1501,0.8
1502,0.5666667
1503,0.53846157
1504,0.9111111
1505,0.6333334
1506,0.75555557
1507,0.74
1508,0.96
1509,0.75555557
1510,0.9777778
1511,0.84444445
1512,0.8
1513,0.7777778
1514,0.6888889
1515,0.9111111
1516,0.76
1517,0.6833334
1518,0.8
1519,0.6181818
1520,0.8
1521,0.94
1522,0.52
1523,0.74
1524,0.53999996
1525,0.75555557
1526,0.8
1527,0.5666667
1528,0.59999996
1529,0.82222223
1530,0.88
1531,0.97999996
1532,0.58
1533,0.73333335
1534,0.94
1535,0.8727273
1536,0.78
1537,0.62
1538,0.5272727
1539,0.9090909
1540,0.8666667
1541,0.62222224
1542,0.82222223
1543,0.48
1544,0.55
1545,0.8
1546,0.64444447
1547,0.85999995
1548,0.64
1549,0.8
1550,0.53333336
1551,0.82222223
1552,0.64
1553,0.96
1554,0.8
1555,0.8666667
1556,0.93333334
1557,0.8
1558,0.6363636
1559,0.6
1560,0.7777778
1561,0.75555557
1562,0.8000001
1563,0.5466666
1564,0.7
1565,0.82
1566,0.78
1567,0.9111111
1568,0.5846154
1569,0.62
1570,0.75555557
1571,0.8666667
1572,0.79999995
1573,0.68
1574,0.65999997
1575,0.7777778
1576,0.8666667
1577,0.6909091
1578,0.6166667
1579,0.7272727
1580,0.78
1581,0.5454545
1582,0.8666667
1583,0.6333334
1584,0.82222223
1585,0.5166667
1586,0.74
1587,0.7111111
1588,0.7111111
1589,0.7777778
1590,0.7777778
1591,0.73333335
1592,0.9111111
1593,0.59999996
1594,0.94
1595,0.8666667
1596,0.75555557
1597,0.53333336
1598,0.73333335
1599,0.56
1600,0.8545454
1601,0.9777778
1602,0.82
1603,0.95555556
1604,0.5666667
1605,0.96
1606,0.7111111
1607,0.71999997
1608,0.5272727
1609,0.8888889
1610,0.6363636
1611,0.55714285
1612,0.62
1613,0.94
1614,0.8181818
1615,0.62
1616,0.93333334
1617,0.8666667
1618,0.76363635
1619,0.7
1620,0.59999996
1621,0.96
1622,0.78
1623,0.95555556
1624,0.82
1625,0.8545454
1626,0.8888889
1627,0.95555556
1628,0.91999996
1629,0.7777778
1630,0.6545454
1631,0.58181816
1632,0.93333334
1633,0.95555556
1634,0.7777778
1635,0.76
1636,0.93333334
1637,0.7111111
1638,0.68
1639,0.8
1640,0.45714286
1641,0.5454545
1642,0.68
1643,0.5666667
1644,0.75555557
1645,0.9111111
1646,0.84444445
1647,0.84444445
1648,0.56363636
1649,0.5272727
1650,0.8888889
1651,0.8
1652,0.82222223
1653,0.78
1654,0.62222224
1655,0.95555556
1656,0.64444447
1657,0.8666667
1658,0.9777778
1659,0.7111111
1660,0.6545454
1661,0.73333335
1662,0.75555557
1663,0.95555556
1664,0.6
1665,0.76
1666,0.8666667
1667,0.96
1668,0.6545454
1669,0.75555557
1670,0.82222223
1671,0.64
1672,0.82222223
1673,0.6666667
1674,0.53333336
1675,0.95555556
1676,0.74
1677,0.76
1678,0.5
1679,0.71999997
1680,0.73333335
1681,0.82
1682,0.84444445
1683,0.62222224
1684,0.9111111
1685,0.6888889
1686,0.68
1687,0.7777778
1688,0.73333335
1689,0.9111111
1690,0.75555557
1691,0.64444447
1692,0.84444445
1693,0.58181816
1694,0.84444445
1695,0.9111111
1696,0.9777778
1697,0.82
1698,0.75555557
1699,0.84444445
1700,0.65999997
1701,0.78
1702,0.8545454
1703,0.7166667
1704,0.95555556
1705,0.74545455
1706,0.64
1707,0.8666667
1708,0.9
1709,0.8727273
1710,0.55
1711,0.71999997
1712,0.6727272
1713,0.84444445
1714,0.7
1715,0.78
1716,0.56
1717,0.7
1718,0.47272727
1719,0.73333335
1720,0.7
1721,0.7272727
1722,0.9111111
1723,0.6181818
1724,0.6166667
1725,0.8666667
1726,0.64
1727,0.6888889
1728,0.7111111
1729,0.93333334
1730,0.8
1731,0.7777778
1732,0.8888889
1733,0.6615385
1734,0.7111111
1735,0.5
1736,0.8888889
1737,0.82222223
1738,0.48
1739,0.74
1740,0.8888889
1741,0.75555557
1742,0.5166667
1743,0.9111111
1744,0.8666667
1745,0.78
1746,0.73333335
1747,0.8888889
1748,0.74545455
1749,0.62222224
1750,0.58
1751,0.74
1752,0.95555556
1753,0.73333335
1754,0.82222223
1755,0.8888889
1756,0.47692308
1757,0.59999996
1758,0.94
1759,0.59999996
1760,0.75555557
1761,0.93333334
1762,0.59999996
1763,0.82222223
1764,0.7666667
1765,0.93333334
1766,0.53333336
1767,0.64
1768,0.8666667
1769,0.82222223
1770,0.82222223
1771,0.82222223
1772,0.8888889
1773,0.7777778
1774,0.6666667
