,prog_name,inp,rasp,craft,jax
0,prog_a,(),[],[0],['rasp_to_transformer_integration_test_BOS']
1,prog_a,"('a',)",[None],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
2,prog_a,"('b',)",[None],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
3,prog_a,"('c',)",[None],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
4,prog_a,"('a', 'a')","[None, None]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
5,prog_a,"('a', 'b')","[1.0, None]","[0, 1, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
6,prog_a,"('a', 'c')","[1.0, None]","[0, 1, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
7,prog_a,"('b', 'a')","[None, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
8,prog_a,"('b', 'b')","[None, None]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
9,prog_a,"('b', 'c')","[1.0, None]","[0, 1, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
10,prog_a,"('c', 'a')","[None, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
11,prog_a,"('c', 'b')","[None, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
12,prog_a,"('c', 'c')","[None, None]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
13,prog_a,"('a', 'a', 'a')","[None, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
14,prog_a,"('a', 'a', 'b')","[1.0, 1.0, None]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
15,prog_a,"('a', 'a', 'c')","[1.0, 1.0, None]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
16,prog_a,"('a', 'b', 'a')","[1.0, None, 1.0]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
17,prog_a,"('a', 'b', 'b')","[1.0, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
18,prog_a,"('a', 'b', 'c')","[1.5, 2.0, None]","[0, 1, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
19,prog_a,"('a', 'c', 'a')","[1.0, None, 1.0]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
20,prog_a,"('a', 'c', 'b')","[1.0, None, 2.0]","[0, 0, 0, 2]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
21,prog_a,"('a', 'c', 'c')","[1.0, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
22,prog_a,"('b', 'a', 'a')","[None, 0.0, 0.0]","[1, 1, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
23,prog_a,"('b', 'a', 'b')","[None, 1.0, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
24,prog_a,"('b', 'a', 'c')","[1.0, 1.5, None]","[0, 1, 1, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
25,prog_a,"('b', 'b', 'a')","[None, None, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
26,prog_a,"('b', 'b', 'b')","[None, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
27,prog_a,"('b', 'b', 'c')","[1.0, 1.0, None]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
28,prog_a,"('b', 'c', 'a')","[1.0, None, 0.5]","[0, 1, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
29,prog_a,"('b', 'c', 'b')","[1.0, None, 1.0]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
30,prog_a,"('b', 'c', 'c')","[1.0, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
31,prog_a,"('c', 'a', 'a')","[None, 0.0, 0.0]","[1, 1, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
32,prog_a,"('c', 'a', 'b')","[None, 1.0, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
33,prog_a,"('c', 'a', 'c')","[None, 1.0, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
34,prog_a,"('c', 'b', 'a')","[None, 0.0, 0.5]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
35,prog_a,"('c', 'b', 'b')","[None, 0.0, 0.0]","[1, 1, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
36,prog_a,"('c', 'b', 'c')","[None, 1.0, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
37,prog_a,"('c', 'c', 'a')","[None, None, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
38,prog_a,"('c', 'c', 'b')","[None, None, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
39,prog_a,"('c', 'c', 'c')","[None, None, None]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
0,prog_c,(),[],[1],['rasp_to_transformer_integration_test_BOS']
1,prog_c,"(1,)",[1.0],"[1, 1]","['rasp_to_transformer_integration_test_BOS', 1]"
2,prog_c,"(2,)",[2.0],"[1, 2]","['rasp_to_transformer_integration_test_BOS', 2]"
3,prog_c,"(3,)",[3.0],"[1, 3]","['rasp_to_transformer_integration_test_BOS', 3]"
4,prog_c,"(1, 1)","[1.0, 2.0]","[1, 1, 2]","['rasp_to_transformer_integration_test_BOS', 1, 2]"
5,prog_c,"(1, 2)","[1.0, 3.0]","[1, 1, 2]","['rasp_to_transformer_integration_test_BOS', 1, 2]"
6,prog_c,"(1, 3)","[1.0, 4.0]","[1, 1, 2]","['rasp_to_transformer_integration_test_BOS', 1, 2]"
7,prog_c,"(2, 1)","[2.0, 3.0]","[1, 2, 2]","['rasp_to_transformer_integration_test_BOS', 2, 2]"
8,prog_c,"(2, 2)","[2.0, 4.0]","[1, 2, 4]","['rasp_to_transformer_integration_test_BOS', 2, 2]"
9,prog_c,"(2, 3)","[2.0, 5.0]","[1, 2, 4]","['rasp_to_transformer_integration_test_BOS', 2, 6]"
10,prog_c,"(3, 1)","[3.0, 4.0]","[1, 3, 2]","['rasp_to_transformer_integration_test_BOS', 3, 2]"
11,prog_c,"(3, 2)","[3.0, 5.0]","[1, 3, 4]","['rasp_to_transformer_integration_test_BOS', 3, 6]"
12,prog_c,"(3, 3)","[3.0, 6.0]","[1, 3, 6]","['rasp_to_transformer_integration_test_BOS', 3, 6]"
13,prog_c,"(1, 1, 1)","[1.0, 2.0, 3.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
14,prog_c,"(1, 1, 2)","[1.0, 2.0, 4.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
15,prog_c,"(1, 1, 3)","[1.0, 2.0, 5.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
16,prog_c,"(1, 2, 1)","[1.0, 3.0, 4.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
17,prog_c,"(1, 2, 2)","[1.0, 3.0, 5.0]","[1, 1, 2, 6]","['rasp_to_transformer_integration_test_BOS', 1, 2, 6]"
18,prog_c,"(1, 2, 3)","[1.0, 3.0, 6.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
19,prog_c,"(1, 3, 1)","[1.0, 4.0, 5.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
20,prog_c,"(1, 3, 2)","[1.0, 4.0, 6.0]","[1, 1, 2, 3]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
21,prog_c,"(1, 3, 3)","[1.0, 4.0, 7.0]","[1, 1, 2, 9]","['rasp_to_transformer_integration_test_BOS', 1, 2, 3]"
22,prog_c,"(2, 1, 1)","[2.0, 3.0, 4.0]","[1, 2, 2, 3]","['rasp_to_transformer_integration_test_BOS', 2, 2, 3]"
23,prog_c,"(2, 1, 2)","[2.0, 3.0, 5.0]","[1, 2, 2, 6]","['rasp_to_transformer_integration_test_BOS', 2, 2, 6]"
24,prog_c,"(2, 1, 3)","[2.0, 3.0, 6.0]","[1, 2, 2, 3]","['rasp_to_transformer_integration_test_BOS', 2, 2, 3]"
25,prog_c,"(2, 2, 1)","[2.0, 4.0, 5.0]","[1, 2, 4, 6]","['rasp_to_transformer_integration_test_BOS', 2, 2, 6]"
26,prog_c,"(2, 2, 2)","[2.0, 4.0, 6.0]","[1, 2, 4, 6]","['rasp_to_transformer_integration_test_BOS', 2, 2, 6]"
27,prog_c,"(2, 2, 3)","[2.0, 4.0, 7.0]","[1, 2, 4, 6]","['rasp_to_transformer_integration_test_BOS', 2, 2, 6]"
28,prog_c,"(2, 3, 1)","[2.0, 5.0, 6.0]","[1, 2, 4, 3]","['rasp_to_transformer_integration_test_BOS', 2, 6, 3]"
29,prog_c,"(2, 3, 2)","[2.0, 5.0, 7.0]","[1, 2, 4, 6]","['rasp_to_transformer_integration_test_BOS', 2, 6, 6]"
30,prog_c,"(2, 3, 3)","[2.0, 5.0, 8.0]","[1, 2, 4, 9]","['rasp_to_transformer_integration_test_BOS', 2, 6, 6]"
31,prog_c,"(3, 1, 1)","[3.0, 4.0, 5.0]","[1, 3, 2, 3]","['rasp_to_transformer_integration_test_BOS', 3, 2, 3]"
32,prog_c,"(3, 1, 2)","[3.0, 4.0, 6.0]","[1, 3, 2, 3]","['rasp_to_transformer_integration_test_BOS', 3, 2, 3]"
33,prog_c,"(3, 1, 3)","[3.0, 4.0, 7.0]","[1, 3, 2, 9]","['rasp_to_transformer_integration_test_BOS', 3, 2, 3]"
34,prog_c,"(3, 2, 1)","[3.0, 5.0, 6.0]","[1, 3, 4, 3]","['rasp_to_transformer_integration_test_BOS', 3, 6, 3]"
35,prog_c,"(3, 2, 2)","[3.0, 5.0, 7.0]","[1, 3, 4, 6]","['rasp_to_transformer_integration_test_BOS', 3, 6, 6]"
36,prog_c,"(3, 2, 3)","[3.0, 5.0, 8.0]","[1, 3, 4, 9]","['rasp_to_transformer_integration_test_BOS', 3, 6, 6]"
37,prog_c,"(3, 3, 1)","[3.0, 6.0, 7.0]","[1, 3, 6, 9]","['rasp_to_transformer_integration_test_BOS', 3, 6, 3]"
38,prog_c,"(3, 3, 2)","[3.0, 6.0, 8.0]","[1, 3, 6, 9]","['rasp_to_transformer_integration_test_BOS', 3, 6, 6]"
39,prog_c,"(3, 3, 3)","[3.0, 6.0, 9.0]","[1, 3, 6, 9]","['rasp_to_transformer_integration_test_BOS', 3, 6, 3]"
0,prog_d,(),[],[-4],['rasp_to_transformer_integration_test_BOS']
1,prog_d,"('a',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
2,prog_d,"('b',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
3,prog_d,"('c',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
4,prog_d,"('a', 'a')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
5,prog_d,"('a', 'b')","[0.0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
6,prog_d,"('a', 'c')","[0.0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
7,prog_d,"('b', 'a')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
8,prog_d,"('b', 'b')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
9,prog_d,"('b', 'c')","[0.0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
10,prog_d,"('c', 'a')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
11,prog_d,"('c', 'b')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
12,prog_d,"('c', 'c')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
13,prog_d,"('a', 'a', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
14,prog_d,"('a', 'a', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
15,prog_d,"('a', 'a', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
16,prog_d,"('a', 'b', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
17,prog_d,"('a', 'b', 'b')","[0.0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
18,prog_d,"('a', 'b', 'c')","[0.0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
19,prog_d,"('a', 'c', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
20,prog_d,"('a', 'c', 'b')","[0.0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
21,prog_d,"('a', 'c', 'c')","[0.0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
22,prog_d,"('b', 'a', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
23,prog_d,"('b', 'a', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
24,prog_d,"('b', 'a', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
25,prog_d,"('b', 'b', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
26,prog_d,"('b', 'b', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
27,prog_d,"('b', 'b', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
28,prog_d,"('b', 'c', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
29,prog_d,"('b', 'c', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
30,prog_d,"('b', 'c', 'c')","[0.0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
31,prog_d,"('c', 'a', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
32,prog_d,"('c', 'a', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
33,prog_d,"('c', 'a', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
34,prog_d,"('c', 'b', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
35,prog_d,"('c', 'b', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
36,prog_d,"('c', 'b', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
37,prog_d,"('c', 'c', 'a')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
38,prog_d,"('c', 'c', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
39,prog_d,"('c', 'c', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
0,prog_e,(),[],[0],['rasp_to_transformer_integration_test_BOS']
1,prog_e,"('a',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
2,prog_e,"('b',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
3,prog_e,"('c',)",[0.0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
4,prog_e,"('a', 'a')","[0.0, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
5,prog_e,"('a', 'b')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
6,prog_e,"('a', 'c')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
7,prog_e,"('b', 'a')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
8,prog_e,"('b', 'b')","[0.0, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
9,prog_e,"('b', 'c')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
10,prog_e,"('c', 'a')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
11,prog_e,"('c', 'b')","[0.5, 0.5]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
12,prog_e,"('c', 'c')","[0.0, 0.0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
13,prog_e,"('a', 'a', 'a')","[0.0, 0.0, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
14,prog_e,"('a', 'a', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
15,prog_e,"('a', 'a', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
16,prog_e,"('a', 'b', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
17,prog_e,"('a', 'b', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
18,prog_e,"('a', 'b', 'c')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
19,prog_e,"('a', 'c', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
20,prog_e,"('a', 'c', 'b')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
21,prog_e,"('a', 'c', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
22,prog_e,"('b', 'a', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
23,prog_e,"('b', 'a', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
24,prog_e,"('b', 'a', 'c')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
25,prog_e,"('b', 'b', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
26,prog_e,"('b', 'b', 'b')","[0.0, 0.0, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
27,prog_e,"('b', 'b', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
28,prog_e,"('b', 'c', 'a')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
29,prog_e,"('b', 'c', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
30,prog_e,"('b', 'c', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
31,prog_e,"('c', 'a', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
32,prog_e,"('c', 'a', 'b')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
33,prog_e,"('c', 'a', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
34,prog_e,"('c', 'b', 'a')","[1.0, 1.0, 1.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
35,prog_e,"('c', 'b', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[1, 1, 1, 1]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
36,prog_e,"('c', 'b', 'c')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
37,prog_e,"('c', 'c', 'a')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
38,prog_e,"('c', 'c', 'b')","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
39,prog_e,"('c', 'c', 'c')","[0.0, 0.0, 0.0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
0,prog_f,(),[],[0],['rasp_to_transformer_integration_test_BOS']
1,prog_f,"('a',)",[2],"[0, 2]","['rasp_to_transformer_integration_test_BOS', 0]"
2,prog_f,"('b',)",[0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
3,prog_f,"('c',)",[0],"[0, 0]","['rasp_to_transformer_integration_test_BOS', 0]"
4,prog_f,"('a', 'a')","[4, 4]","[0, 4, 4]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
5,prog_f,"('a', 'b')","[2, 2]","[0, 2, 2]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
6,prog_f,"('a', 'c')","[2, 2]","[0, 2, 2]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
7,prog_f,"('b', 'a')","[2, 2]","[0, 2, 2]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
8,prog_f,"('b', 'b')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
9,prog_f,"('b', 'c')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
10,prog_f,"('c', 'a')","[2, 2]","[0, 2, 2]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
11,prog_f,"('c', 'b')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
12,prog_f,"('c', 'c')","[0, 0]","[0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0]"
13,prog_f,"('a', 'a', 'a')","[6, 6, 0]","[0, 6, 6, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
14,prog_f,"('a', 'a', 'b')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
15,prog_f,"('a', 'a', 'c')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
16,prog_f,"('a', 'b', 'a')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
17,prog_f,"('a', 'b', 'b')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
18,prog_f,"('a', 'b', 'c')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
19,prog_f,"('a', 'c', 'a')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
20,prog_f,"('a', 'c', 'b')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
21,prog_f,"('a', 'c', 'c')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
22,prog_f,"('b', 'a', 'a')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
23,prog_f,"('b', 'a', 'b')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
24,prog_f,"('b', 'a', 'c')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
25,prog_f,"('b', 'b', 'a')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
26,prog_f,"('b', 'b', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
27,prog_f,"('b', 'b', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
28,prog_f,"('b', 'c', 'a')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
29,prog_f,"('b', 'c', 'b')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
30,prog_f,"('b', 'c', 'c')","[0, 0, 0]","[0, 0, 0, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
31,prog_f,"('c', 'a', 'a')","[4, 4, 0]","[0, 4, 4, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
32,prog_f,"('c', 'a', 'b')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
33,prog_f,"('c', 'a', 'c')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
34,prog_f,"('c', 'b', 'a')","[2, 2, 0]","[0, 2, 2, 0]","['rasp_to_transformer_integration_test_BOS', 0, 0, 0]"
